ORF_ID	ec	     product
115246_0	3.5.2.9	5-oxoprolinase 
115240_0		twitching motility protein PilT
115242_0		deoxyguanosinetriphosphate triphosphohydrolase 
56913_0		sulfatase 
56912_0		3-deoxy-D-manno-octulosonic-acid transferase 
112144_0	1.1.1.86	Ketol-acid reductoisomerase (NADP(+)) 
112142_0	1.6.5.3	NADH-quinone oxidoreductase subunit 1 
56916_0		peptide chain release factor eRF/aRF, subunit 1 
56915_0		beta-galactosidase 
56914_0		membrane 
56919_0		ribosome recycling factor 
56918_0		single-strand binding protein 
103234_0		peptidase, M23/M37 family 
103232_0		
103233_0		DNA-directed RNA polymerase subunit beta' 
103230_0		Arginine ABC transporter permease protein ArtM 
103231_0	3.5.1.11	Acylase ACY 1 
103238_0		Nudix hydrolase 
62338_0		Involved targeting insertion nascent membrane proteins into cytoplasmic membrane. Binds to hydrophobic signal sequence ribosome-nascent chain (RNC) as it emerges from ribosomes. The SRP-RNC complex then targeted where interacts SRP receptor FtsY 
62339_0		GbcA Glycine betaine demethylase subunit A 
77279_0		pantothenate kinase 
83879_0		L-seryl-tRNA selenium transferase 
83872_0	2.7.9.2	Probable phosphoenolpyruvate synthase 
83873_0		alpha amylase, catalytic 
83871_0		phosphodiesterase
92211_0		Citrate synthase 2 
92212_0		oxidoreductase, aldo/keto reductase family 
92214_0		Exonuclease VII large subunit 
92217_0		TRAP C4-dicarboxylate transport system permease DctM 
54514_1		phosphoheptose isomerase 
80996_0		acetyl-coenzyme A synthetase 
54516_0		glycoside hydrolase family protein 
54512_0		amidase 
98019_0	1.6.5.3	NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial 
5839_1		CheY-like response regulator PglZ domain 
84067_0		thrombospondin type 3 repeat-containing protein 
106858_0		Protein unknown function (DUF3047) 
91746_0		ATP synthase subunit delta 
91740_0		LPS biosynthesis protein WbpG 
114293_0		acyl-CoA dehydrogenase domain-containing protein 
114929_0		Glycine cleavage system T protein, putative 
3291_0		DNA mismatch repair protein muts 
74578_0		methylmalonyl-CoA mutase large subunit 
46185_0		twitching motility protein PilT 
4010_0		ABC transporter ATP-binding protein duplicated ATPase domains 
4010_1		MiaB-like tRNA modifying enzyme 
4016_0		Chaperone protein HscA 
4016_1		ferredoxin, 2Fe-2S type, ISC system 
4016_2		Scaffold protein cluster assembly ApbC, MRP-like 
46180_0		Aerobic cobaltochelatase subunit CobS 
4014_0		acyl-CoA synthetase 
4014_1	3.5.1.4	Amidase OS Pseudomonas chlororaphis PE 1 SV 3 
109832_0		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase 
109830_0		isoleucyl-tRNA synthetase 
108619_0		DNA-directed RNA polymerase specialized sigma subunits, sigma54 homologs 
73501_0		L-carnitine dehydratase/bile acid-inducible protein F 
37702_0		Rhamnolipids biosynthesis 3-oxoacyl- reductase 
37701_0		cationic amino acid ABC transporter periplasmic binding protein 
73502_0		Uridylate kinase 
73505_0		septum site-determining protein MinD 
22231_0		Ribosomal RNA large subunit methyltransferase E 
22231_1		glycosyl transferase family 
81800_0		prolyl oligopeptidase 
81803_0		preprotein translocase subunit SecD 
68487_0		transcription termination factor Rho 
68480_0		UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase 
81806_0		Adenine permease AdeP 
39630_0		peptidase M16
3747_0		
3747_1		
39637_0	4.2.1.24	Delta-aminolevulinic acid dehydratase, chloroplastic 
77084_0		oxidoreductase- NAD-dependent nucleoside-diphosphate-sugar epimerase 
77085_0		tRNA (5-methyl aminomethyl-2-thiouridylate)-methyltransferase 
78302_0		Domain Unknown Function (DUF1080) 
88267_0		
88784_0		inner-membrane translocator 
88787_0		adenylate kinase (ATP-AMP transphosphorylase) (AK)(superoxide-inducible protein 16) (SOI16) 
35634_0		putative rhomboid serine protease 
63876_0		peptide/opine/nickel ABC uptake transporter, substrate-binding protein 
63877_0		ABC-type spermidine/putrescine transport system, permease component I 
83407_0		TonB-dependent outer membrane receptor 
63871_0		2-methylcitrate dehydratase 
62472_0		TonB-dependent receptor
62477_0		hemolysin-type calcium-binding region protein 
17611_0	4.2.1.24	Delta-aminolevulinic acid dehydratase 
17611_1		thiamine biosynthesis protein ThiC 
53174_0		thiamin biosynthesis protein ThiI-related adenine nucleotide alpha hydrolase superfamily 
88252_0		DNA replication repair protein RadC 
31131_0		RNA polymerase sigma factor RpoD 
88257_0		electron transfer flavoprotein subunit beta 
88255_0		DNA repair recombination protein radA 
84183_0	5.3.1.1	Triosephosphate isomerase 
96963_0		Selenocysteine-specific elongation factor 
96967_0		peptidase U62 modulator DNA gyrase 
96968_0		glutamate synthase large chain 
59915_0		
35091_0		signal peptide protein 
35090_0		
35093_0		branched-chain amino acid ABC transporter membrane protein 
35097_0		double-stranded RNA/RNA-DNA hybrid binding protein 
35097_1		formyltetrahydrofolate-dependent phosphoribosylglycinamide formyltransferase 
95430_0		methionine synthase I, cobalamin-binding domain 
95432_0		Putative iron-sulfur cluster assembly scaffold protein SUF system, SufE2 
64598_0		alpha/beta hydrolase fold protein 
95439_0		NUDIX hydrolase 
95438_0		monooxygenase
64594_0		NADH (or F420H2) dehydrogenase subunit C 
23679_0		cobalt-precorrin 4 C11-methyltransferase 
20325_0		carbohydrate ABC transporter substrate-binding protein, CUT1 family 
20326_0		50S ribosomal protein L28 
20326_1		Deoxyuridine 5'-triphosphate nucleotidohydrolase 
97363_0		Lipoyl synthase, mitochondrial 
65646_0		alpha/beta hydrolase fold protein 
65643_0		MtN3 saliva related transmembrane protein 
93258_0		thymidylate synthase complementing protein ThyX 
109136_0	1.8.1.9	Thioredoxin reductase 1 
109132_0		Protein unknown function (DUF1549) 
109131_0		adenine deaminase 
109130_0		methyltransferase type 11
93290_0	2.3.3.13	(R)-citramalate synthase CimA 
94478_0		DNA-directed RNA polymerase beta' chain (RNAP subunit) (Transcriptase chain) (RNA 
61617_0		Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial 
61349_0		alkanal monooxygenase subunit alpha 
60962_0		
14676_0		aminopeptidase
14677_1		metal-dependent protease PAD1/JA B1 superfamily 
14670_0	2.2.1.1	Transketolase, chromosomal 
60966_0		lipopolysaccharide heptosyltransferase II
14672_0		type 11 methyltransferase 
93128_0		transcription elongation factor NusA 
108260_0		
108261_0	1.6.5.3	NADH-ubiquinone oxidoreductase, NQO12 subunit (NQO12) 
93122_0		2-hydroxychromene-2-carboxylate isomerase
108264_0		outer membrane lipoprotein, superfamily 
103030_0		mechanosensitive ion channel protein MscS 
103032_0		amidohydrolase 2 
104613_0		DNA primase, catalytic core 
104612_0		30S ribosomal protein S13 
56246_0		bifunctional UDP-3-O- N-acetylglucosamine deacetylase/(3R)-hydroxymyristoyl-ACP dehydratase 
56240_0		glycosyl transferase family 
107207_0		Protein unknown function (DUF819) 
107205_0		Kef-type K transport system, membrane component 
107201_0	3.3.1.1	Adenosylhomocysteinase 1 
92459_0		cytochrome c heme lyase subunit CcmF 
92457_0		Catalyzes phosphorylation position 2 hydroxy group 4-diphosphocytidyl-2C-methyl-D-erythritol (By similarity) 
92452_0		anion transporter 
92453_0		tRNA (guanine-N(1)-)-methyltransferase 
97970_0		Cyclic dehypoxanthine futalosine synthase 
98383_0		peptidase U62 family protein 
80205_0		DNA gyrase (Type IIA topoisomerase), subunit A 
54067_0		transporter, small conductance mechanosensitive ion channel MscS family protein 
80200_0		Cysteine desulfurase 
106555_0		chromosome segregation DNA-binding protein 
54063_0		aspartate oxidase 
106557_0		putative ammonium transporter 
91181_0		transporter 
54068_0		N-acetylmuramyl-L-alanine amidase negative regulator AmpC AmpD
12144_0	1.1.1.95	D-3-phosphoglycerate dehydrogenase 
12144_1		Lipoyl synthase 
12146_0		gamma-glutamyltranspeptidase 
12147_0		putative hydrolase 
12140_1		aspartate carbamoyltransferase 
12141_0		enoyl-CoA hydratase/carnithine racemase PaaG 
12141_1		DnaJ-class molecular chaperone C-terminal Zn finger domain 
12142_0		Sulfopyruvate decarboxylase subunit alpha
12142_1		sulfopyruvate decarboxylase subunit beta 
23539_0		ubiquinol-cytochrome c reductase, iron-sulfur subunit 
23537_0		basic membrane 
12558_1	1.8.2.1	Sulfite-dehydrogenase OS Paracoccus denitrificans PE 1 SV 
12553_1		MerR family transcriptional regulator 
12552_0		glycine cleavage system protein T 
12551_0	4.2.1.12	Dihydroxy-acid dehydratase 
12550_0	2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase 
12556_0		protein-P-II uridylyltransferase
12554_0		N-methyl glutamate synthase large subunit C OS Methyloversatilis universalis PE 3 SV 1 
12554_1		glutamate synthase 
21756_0		benzaldehyde lyase, putative 
21755_0		flavin-containing monooxygenase FMO 
21754_0		amino acids such as threonine, to avoid errors, it posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) tRNA-dependent manner (By similarity) 
21753_0		putative branched-chain amino acid ABC transporter periplasmic substrate binding protein 
21752_0		Aldehyde oxidase xanthine dehydrogenase, molybdopterin binding 
21751_0		Ribonucleoside-diphosphate reductase subunit alpha 
21750_0		histidinol dehydrogenase HisD 
21750_1		polyketide cyclase-like protein 
105573_0		TRAP dicarboxylate transporter subunit DctM 
105572_0		ParA type ATPase 
105571_0		50S ribosomal protein L4p 
105570_0		cystathionine 
105576_0		transglycosylase 
21759_0	1.1.1.86	Probable ketol-acid reductoisomerase, mitochondrial 
21758_0		
29589_1		Prokaryotic N-terminal methylation motif 
29582_0		choline kinase
29583_0		tRNA delta(2)-isopentenylpyrophosphate transferase 
29587_0		peptidoglycan-binding lysin domain-containing protein 
29585_0		carbapenem antibiotics biosynthesis protein carD 
99976_0		NADH dehydrogenase (quinone) 
99977_0		Alpha-hemolysin translocation ATP-binding protein HlyB 
99972_0		group 1 glycosyl transferase 
99973_0		aspartate carbamoyltransferase, catalytic chain 
99978_0		peptidase C1-like family protein 
25920_0	1.6.5.3	NADH dehydrogenase I chain M 
60208_0		mucin-desulfating sulfatase 
60209_0		transcription-repair coupling factor
25926_0		Rieske (2Fe-2S) protein 
25927_1		TRAP C4-dicarboxylate transport system permease DctM 
60203_0		ATP-grasp superfamily 
60200_0		lipoyl synthase 
103349_0		Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II 
60206_0		Glycine betaine 
60204_0		UvrABC system protein A 
60205_1		5-demethoxyubiquinone hydroxylase, mitochondrial 
53712_0		methionine synthase 
53713_0		benzoyl-CoA oxygenase subunit B 
53246_0		integral membrane NG,NG-dimethylarginine dimethylaminohydrolase 
53716_0		rod shape-determining protein MreB 
53717_0		cysteinyl-tRNA synthetase 
53714_1		
53243_0		GCN5-like N-acetyltransferase 
97119_0		glycerol-3-phosphate dehydrogenase 
53718_0		NHL repeat containing protein 
53719_0		SnoaL-like polyketide cyclase 
108679_0		ATPase associated various cellular activities AAA 3 
15264_0		(ABC) transporter 
61159_0	3.4.21.53	Lon protease 1 
61158_0		4-nitrobenzyl alcohol dehydrogenase NtnD 
109675_0		heme-binding domain-containing protein 
61151_0		quinol:cytochrome C oxidoreductase 
61153_0		choline dehydrogenase 
61152_0		serine-pyruvate aminotransferase/archaeal aspartate aminotransferase 
61155_0		The UvrABC repair system catalyzes recognition processing DNA lesions. UvrC both incises 5' 3' sides lesion. N-terminal half responsible incision C-terminal (By similarity) 
19363_0		aminotransferase, class III 
110975_0		cAMP phosphodiesterase 
110977_0		saccharopine dehydrogenase 
110970_0		carbamoyl-phosphate synthase small subunit 
110973_0	1.1.1.62	Estradiol 17-beta-dehydrogenase 1 
110972_0		Fe-S protein assembly chaperone HscA
111595_0		T9SS C-terminal target domain-containing protein
18546_0	2.6.1.1	Aspartate aminotransferase 
18547_0		ABC-2 type transporter permease, NodJ family 
18544_0		DNA adenine methylase Dam 
18543_0		MULTISPECIES: glutamyl-tRNA reductase
18540_0		Furoyl-CoA dehydrogenase FAD binding subunit 
18540_1		Furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit 
18541_0		prolyl aminopeptidase. Serine peptidase. MEROPS family S33 
18541_1		D-tyrosyl-tRNA(Tyr) deacylase 4 
18548_0		4-hydroxybenzoate octaprenyltransferase 
52041_1		dihydroorotate oxidase b, catalytic subunit 
52043_0		Histidyl-tRNA synthetase 2 
52042_0		DNA-directed RNA polymerase, beta subunit/140 kD subunit 
52045_0		thiolase 
52044_0		fxsa cytoplasmic membrane protein 
52046_1		coenzyme F420-dependent NADP oxidoreductase 
52048_0		acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase 
108099_0		type IV fimbrial biogenesis protein PilY1 
96649_0		mandelate racemase/muconate lactonizing protein 
96648_0	2.7.2.3	Phosphoglycerate kinase 
96643_0		Protein unknown function (DUF1549) 
96640_0		class V aminotransferase 
43487_0		3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase 
84219_0		bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase 
43484_0	4.1.1.49	PEP-carboxykinase (Fragment) OS Brassica napus PE 2 SV 1 
43483_0	3.4.24.57	tRNA N6-adenosine threonylcarbamoyltransferase 
43480_0		Domain unknown function (DUF2088) 
84213_0	2.1.2.1	Serine hydroxymethyltransferase 
84212_0		MiaB-like tRNA modifying enzyme 
84210_0		dipeptide-binding ABC transporter, periplasmic substrate-binding component 
84216_0		excinuclease ABC subunit C 
84215_0	6.3.4.14	Biotin carboxylase 
84214_0		Metallo-beta-lactamase family protein 
113996_0	1.5.1.20	Methylenetetrahydrofolate reductase 2 
113997_0		exported tricorn protease 
113994_0		Isopropylmalate/citramalate isomerase small subunit 
113995_0		molybdenum cofactor biosynthesis protein B 
52629_0		pyruvate carboxyltransferase 
113991_0		Domain Unknown Function (DUF1080) 
36188_0		NADPH-dependent curcumin reductase 
36189_1		HIT family hydrolase, diadenosine tetraphosphate hydrolase 
36186_0		Glutathione S-transferase domain protein 
36187_0		Aminomethyltransferase GcvT, fused Tetratricopeptide repeats (modular protein)
91515_0		valyl-tRNA ligase 
91512_0	2.7.9.2	Probable phosphoenolpyruvate synthase 
91513_0		DNA-dependent RNA polymerase catalyzes transcription DNA into using four ribonucleoside triphosphates as substrates (By similarity) 
2523_0		Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD 
2523_1		
2523_2		Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD 
76915_0		AsnC family transcriptional regulator 
76910_0		
64320_0		heparinase II III family protein 
7822_0		DNA gyrase inhibitor YacG 
7822_1		Dephospho-CoA kinase 
7823_0		ATP-dependent DNA helicase 
7823_1		Arginyl-tRNA synthetase 
7820_0		amino acid/amide ABC transporter membrane protein 1, HAAT family 
7820_1		branched-chain amino acid ABC transporter, permease protein 
76919_0		ferritin Dps family protein 
76918_0	1.5.3.1	Sarcosine oxidase subunit beta 
7824_1		formyl transferase domain-containing protein 
7825_0	2.1.3.3	Ornithine carbamoyltransferase 1, phaseolotoxin-sensitive 
7825_1		50S ribosomal protein L18 
113198_0		blue (type 1) copper domain-containing protein 
113196_0		acyl-CoA dehydrogenase
113197_0		membrane protein 
113195_0		band 7 protein 
113192_0		Protein unknown function (DUF1595) 
87548_0		
87542_0	3.2.2.17	Endonuclease III 
87543_0		Epoxyqueuosine reductase 
87236_0	4.1.3.27	Anthranilate synthase 
87237_0	6.3.1.2	Glutamine synthetase, chloroplastic 
55070_0		cell division protein FtsW
87544_0		putative threonine synthase (TS) 
87545_0		Flagellar motor rotation protein MotA 
80018_0	1.1.1.205	Inosine-5'-monophosphate dehydrogenase 
89058_0		DNA gyrase subunit A 
89059_0	1.8.1.9	Thioredoxin reductase 1 
37923_0		50S ribosomal protein L6 
80010_0		taurine dioxygenase 
80013_0		cell division protein FtsI 
80012_0		AzlC family 
80014_0		Nucleoside triphosphate pyrophosphohydrolase 
80017_0		succinylglutamate desuccinylase/aspartoacylase family protein 
80016_0		aminodeoxychorismate lyase apoprotein 
49071_0		Octaprenyl-diphosphate synthase 
11808_0		translation elongation factor G 
11809_0	2.7.4.3	Adenylate kinase 
11804_0		subunit g 
11806_0		pyruvate-formate lyase-activating enzyme 
11800_0	2.7.6.1	Ribose-phosphate pyrophosphokinase 
11802_0		oxidoreductase FAD/NAD(P)-binding domain-containing protein 
11802_1	2.5.1.75	tRNA dimethylallyltransferase 
11803_2		chromosome partitioning protein Spo0J 
14584_0		transcription-repair coupling factor 
97799_0		
90391_0		UPF0061 protein ydiU 
52250_0	1.4.1.4	NADP-specific glutamate dehydrogenase 
60776_0		Sel1 domain-containing protein repeat-containing 
42857_0		putative Non-specific serine/threonine protein kinase 
42857_1		ribosomal large subunit pseudouridine synthase D 
74985_0		2-Amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase 
42854_0		Acetoacetyl-CoA synthetase 
74981_0		trimethylamine methyltransferase family protein 
42850_0		putative RNA-associated protein 
31514_0		Low specificity L-threonine aldolase 
46572_0	1.1.99.6	Glyoxylate reductase/hydroxypyruvate reductase 
42859_0		potassium transporter peripheral membrane component 
46577_0		Phosphopantetheine adenylyltransferase 
74188_0		ABC transporter binding protein inner membrane 
74187_0		glucosamine/fructose-6-phosphate aminotransferase 
74180_0		MFS transporter
74181_0		LacI family transcriptional regulator 
74183_0	2.1.1.13	Probable methionine synthase 
2408_0		acetyl-CoA carboxylase, carboxyl transferase subunit alpha 
2408_1		electron transfer flavoprotein-ubiquinone oxidoreductase 
114625_0		
114624_0		chromosome segregation protein SMC 
34353_0		putative threonine synthase 
34352_0		Sucraseferredoxin family protein 
34352_1		putative translation initiation inhibitor, yjgF family 
10604_0		surface antigen (D15)
74232_0		FAD dependent oxidoreductase 
60419_1		major cold-shock protein, RNA helicase co-factor, co-chaperone 
104547_0		glycine cleavage T protein (aminomethyl transferase) 
104546_0		ATP-dependent exonuclase V subunit beta 
104541_0		ammecr1 domain-containing protein 
104543_0	6.3.1.2	Glutamine synthetase 3 
47155_0		2-hydroxyhepta-2,4-diene-1,7-dioate isomerase / 5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase 
47156_0		peptide methionine sulfoxide reductase msrA (Protein-methionine-S-oxide reductase) (Peptide Met(O) 
47151_0	2.7.1.71	Putative shikimate kinase 
47150_0		dimethylglycine dehydrogenase 
47152_0		polynucleotide adenylyltransferase/metal dependent phosphohydrolase 
47159_0		Outer membrane receptor protein 
68585_0		adenine deaminase 
68584_0		acetolactate synthase 3 regulatory subunit 
7019_0		ubiquinone biosynthesis protein UbiB 
7018_0		Citrate synthase, plasmid 
68581_1		3-dehydroquinate synthase 
68580_0		2-methylcitrate dehydratase 
68583_0		twin arginine targeting protein translocase subunit TatC 
7013_1		small GTP-binding protein 
7012_0		putative hydrolase or acyltransferase (alpha/beta superfamily) 
7012_1		Demethylmenaquinone methyltransferase 
7012_2		ABC transporter substrate-binding protein 
7011_0		UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase 
7010_0		sodium:alanine symporter family protein 
7010_1		putative amidinotransferase 
68589_0	6.3.2.6	Phosphoribosylaminoimidazole-succinocarboxamide synthase 
68588_0		methionine synthase I (cobalamin-dependent), methyltransferase domain 
42673_0		PEP synthetase regulatory protein 
42672_0		peptidase M14 carboxypeptidase A 
42671_0		ssDNA exonuclease RecJ 
42670_0		5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase 
42676_0	1.17.4.1	Ribonucleoside-diphosphate reductase 1 subunit alpha 
42674_0		putative hydrolase, CocE/NonD family 
42679_0		short chain dehydrogenase/reductase family oxidoreductase 
2753_0	6.3.5.3	Phosphoribosylformylglycinamidine synthase 
2753_1		Domain unknown function (DUF1820) 
2753_3		tRNA-specific adenosine deaminase 
1266_1	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase 
2751_0		lipid A biosynthesis lauroyl acyltransferase 
2751_1		DNA primase 
2757_0		DnaJ domain 
2757_1		Oligopeptidase b 
2755_2		indoleamine 2,3-dioxygenase 
2759_1	4.2.1.10	3-dehydroquinate dehydratase 
2759_2		Biotin carboxyl carrier protein acetyl-CoA carboxylase 
2759_3	6.3.4.14	Pyruvate carboxylase subunit A 
2758_0	1.2.4.2	2-oxoglutarate dehydrogenase E1 component 
2758_1	1.2.4.2	2-oxoglutarate dehydrogenase E1 component 
17174_0		bifunctional folylpolyglutamate synthase/ dihydrofolate synthase 
17174_1		glutamate racemase
115289_0		methylase 
82651_0		3-deoxy-D-manno-octulosonic acid transferase
82650_0		cAMP-binding protein - catabolite gene activator regulatory subunit cAMP-dependent kinase 
82655_0	3.4.21.53	Lon protease 1 
82657_0		class I/II aminotransferase 
102836_0		peptide/opine/nickel ABC uptake transporter, substrate-binding protein 
1260_0	3.5.4.9	Bifunctional protein FolD 
1260_1		5-formyltetrahydrofolate cyclo-ligase 
1260_2	2.1.2.2	Trifunctional purine biosynthetic protein adenosine-3 
1260_3		silent information regulator protein Sir2 
1260_4		isoleucyl-tRNA synthetase 
56260_0		transcription termination factor Rho 
56263_0		asparagine synthetase 
56262_0		threonyl-tRNA synthetase / Ser-tRNA(Thr) hydrolase 
56265_0		ZmaJ 
56267_0		glycosyl hydrolase BNR repeat-containing protein 
56266_0		Sulfur carrier protein ThiS adenylyltransferase 
61420_0	6.2.1.1	Acetyl-coenzyme A synthetase 
88480_0		DNA-directed RNA polymerase subunit beta 
88486_0		anhydro-N-acetylmuramic acid kinase 
88485_0	4.2.1.11	Enolase 
112458_0	4.1.1.64	2,2-dialkylglycine decarboxylase 
112459_0	5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase 
88488_0		peptide chain release factor 1 PrfA 
88489_0	2.1.1.45	Bifunctional dihydrofolate reductase-thymidylate synthase OS Plasmodium chabaudi PE 3 SV 1 
3800_0		copper binding protein, plastocyanin/azurin family 
3800_1		protoheme IX farnesyltransferase 
3800_2		
3801_0		histidine triad (HIT) family protein 
3801_2		succinyl-diaminopimelate desuccinylase activity 
3803_0		GNAT family acetyltransferase 
3803_2		Zn-dependent hydrolase, glyoxylase
3804_0		heavy metal translocating P-type ATPase 
3805_0		Arabinose 5-phosphate isomerase KdsD 
3806_0		MORN repeat-containing protein 
3807_0		heat shock protein 60 family chaperone GroEL 
3807_1		heat shock protein 60 family co-chaperone GroES 
3808_1		branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase 
3808_2	2.6.1.42	Branched-chain-amino-acid aminotransferase 
3808_3		aspartate/glutamate/uridylate kinase 
3809_0		(2R)-3-sulfolactate dehydrogenase (NADP(+)) 
67490_0		Thymidine phosphorylase 
16716_0		gamma-glutamyltranspeptidase 
67496_0		S-adenosylhomocysteine deaminase, Methylthioadenosine deaminase 
16713_0		short-chain dehydrogenase/reductase SDR 
16713_1		peptidase M28 
67495_0		cobalamin (vitamin B12) biosynthesis protein CbiG 
67498_0		Uncharacterized oxidoreductase YvaG 
67499_0		alpha/beta hydrolase fold protein 
14620_0		ABC-type multidrug transport system, ATPase permease component 
44638_0		fibronectin type III domain protein 
44634_0	6.2.1.1	Acetyl-coenzyme A synthetase 
44633_0		N-(5'-phosphoribosyl)anthranilate isomerase 
92671_0		protease-associated PA domain protein 
563_3		GatB/Yqey domain-containing protein 
563_5		protein arsC (Arsenical pump modifier) (Low molecular weight protein-tyrosine-phosphatase) 
563_6	2.7.7.24	Glucose-1-phosphate thymidylyltransferase 1 
562_2		prolyl-tRNA synthetase 
561_0		DNA-directed RNA polymerase subunit beta 
561_1		50S ribosomal protein L7/L12 
561_3		50S ribosomal protein L1P 
561_4		50S ribosomal protein L11 
561_5		transcription termination/antitermination factor NusG 
561_6		preprotein translocase subunit SecE
560_2		TRAP C4-dicarboxylate transport system permease DctM 
560_3		quinone oxidoreductase
560_4		acyl-CoA transferase/carnitine dehydratase 
560_6	2.3.1.9	Acetyl-CoA acetyltransferase, cytosolic 
567_0		Succinate semialdehyde dehydrogenase Sad 
567_1		Oligopeptidase B 
567_3		Enzyme cupin superfamily 
566_0		pyridoxal-5'-phosphate-dependent protein subunit beta 
566_1	2.5.1.48	Probable cystathionine gamma-synthase (Fragment) 
566_2		Protein unknown function (DUF1285) 
566_3		aspartate aminotransferase
566_4		aspartate racemase 
566_5		L-cysteate sulfo-lyase 
564_0		carbon starvation protein A 
564_1	5.4.99.2	Methylmalonyl-CoA mutase, alpha subunit, chain A 
564_3		cytochrome c-type biogenesis protein CcmF 
104686_0		parallel beta-helix repeat-containing protein 
569_0		ADP-ribosylation crystallin J1 
568_0		ABC transporter ATP-binding protein YbbA 
568_2		D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein 
568_3		citrate transporter 
106572_0		Serine-pyruvate aminotransferase/ aspartate aminotransferase 
31213_0		mandelate racemase/muconate lactonizing enzyme family protein 
31211_0		DEAD/DEAH box helicase 
31210_0		TonB-dependent receptor 
31214_0		iron-sulfur cluster-binding protein 
31219_0		Multicopper oxidase 
31218_0		UDP-glucose 4-epimerase 
45144_0		Transfers isomerizes ribose moiety from AdoMet to 7-aminomethyl group 7-deazaguanine (preQ1-tRNA) give epoxyqueuosine (oQ-tRNA) (By similarity) 
45145_0		acetyl-CoA acetyltransferase 
45146_0		ferredoxin, 2fe-2s fdii electron transport iron-sulfur protein 
45147_0		putative luciferase-like monooxygenase 
45140_0		Alpha-hemolysin translocation ATP-binding protein HlyB 
45142_0		3-hydroxy-3-methylglutaryl CoA synthase 
45143_0		Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit 
45148_0	2.7.2.2	Carbamate kinase 
99006_0		basic membrane lipoprotein 
46492_0		peptidoglycan-associated outer membrane protein 
46490_0		MULTISPECIES: redox-regulated ATPase YchF
46496_0		uncharacterized membrane-associated protein 
46494_0		filamentous hemagglutinin outer membrane protein 
46499_0		glycoside hydrolase family 3
46498_0		arylsulfatase A precursor 
65230_0		ATP synthase subunit beta 
65231_0		isoquinoline 1-oxidoreductase subunit beta 
10165_0		thymidylate synthase 
65238_0		glutamyl-tRNA(Gln) amidotransferase subunit E 
41717_0	5.3.1.24	Tryptophan biosynthesis protein TrpCF 
41716_0	4.1.3.27	Anthranilate synthase component 1 
41710_0		3-ketoacyl-CoA thiolase 
99008_0		MULTISPECIES: DUF1295 domain-containing protein
99009_0		apolipoprotein N-acyltransferase
24509_0		amidohydrolase
24508_0		aspartyl-tRNA synthetase 
24505_0		glucose-6-phosphate isomerase 
24504_0		Xaa-Pro dipeptidase family protein 
24507_0		putative ABC transporter periplasmic protein surface lipoprotein 
24501_0		omega amino acid--pyruvate transaminase 
24500_0		methionine synthase vitamin-B12 independent 
24503_0		Glycine betaine/proline betaine transport system ATP-binding protein ProV 
24503_1		Glycine betaine/proline betaine transport system permease protein ProW 
60772_0		CoA-binding domain protein 
60770_0		LolC/E family lipoprotein releasing system, transmembrane protein 
60771_0		ABC-type branched-chain amino acid transport systems, ATPase component 
3251_0		UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU 
3253_0	1.3.1.9	Enoyl- reductase FabI 
3253_1		3-oxoacyl- synthase 1 
3253_2		3-hydroxydecanoyl- dehydratase 
60778_1	3.5.2.14	Uncharacterized protein MJ0964 
60779_0		Dehydrogenase 
61421_0		tRNA mo(5)U34 methyltransferase 
109657_0		ferric iron ABC transporter permease 
61423_0		oligoendopeptidase F
61425_0		putative 50S ribosomal protein L16 
61424_0		aspartate aminotransferase 
73819_0		
73818_0		ABC-type polysaccharide/polyol phosphate transport system 
73815_0	1.8.1.4	Dihydrolipoyl dehydrogenase OS Trypanosoma brucei PE 3 SV 1 
109303_0	5.2.1.8	Peptidyl-prolyl cis-trans isomerase B 
73813_0	1.1.1.95	D-3-phosphoglycerate dehydrogenase 2, chloroplastic 
